Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-10-17 00:00:00+07:00,82.96735804671121,84.31917011424324,81.95350066424928,82.12247467041016,30266285,0.0,0.0
2000-10-18 00:00:00+07:00,82.12249661137214,82.62942543804111,79.41887842672107,79.58785247802734,45082402,0.0,0.0
2000-10-19 00:00:00+07:00,80.43266876885282,81.95345397616929,78.40495515909753,81.44652557373047,43730189,0.0,0.0
2000-10-20 00:00:00+07:00,84.48812572035591,85.33300891265607,76.88419700789517,77.72908020019531,212012808,0.0,0.0
2000-10-23 00:00:00+07:00,77.7291074262242,79.4188677299468,76.03934044975237,76.88422393798828,84723602,0.0,0.0
2000-10-24 00:00:00+07:00,76.88422393798828,76.88422393798828,76.03934044975237,76.88422393798828,58345738,0.0,0.0
2000-10-25 00:00:00+07:00,76.88422393798828,76.88422393798828,76.88422393798828,76.88422393798828,0,0.0,0.0
2000-10-26 00:00:00+07:00,76.03934478759766,76.03934478759766,75.19446125116335,76.03934478759766,46913389,0.0,0.0
2000-10-27 00:00:00+07:00,76.03934478759766,76.03934478759766,76.03934478759766,76.03934478759766,0,0.0,0.0
2000-10-30 00:00:00+07:00,76.03933221192,76.03933221192,72.65980529785156,72.65980529785156,89420764,0.0,0.0
2000-10-31 00:00:00+07:00,72.65980529785156,72.65980529785156,71.81492857389583,72.65980529785156,74164692,0.0,0.0
2000-11-01 00:00:00+07:00,72.65981618374656,75.19446008085114,72.65981618374656,73.50469970703125,188669337,0.0,0.0
2000-11-02 00:00:00+07:00,73.5046886945558,73.5046886945558,71.81492857389583,72.65980529785156,66446078,0.0,0.0
2000-11-03 00:00:00+07:00,73.50467059320964,73.50467059320964,71.81491088867188,71.81491088867188,91193522,0.0,0.0
2000-11-06 00:00:00+07:00,72.65979699823903,74.34956359863281,72.65979699823903,74.34956359863281,69732797,0.0,0.0
2000-11-07 00:00:00+07:00,74.34958323031594,75.19446008085114,73.50469970703125,73.50469970703125,40249372,0.0,0.0
2000-11-08 00:00:00+07:00,73.50468029843591,76.03932352627885,73.50468029843591,74.34956359863281,183525750,0.0,0.0
2000-11-09 00:00:00+07:00,74.34956359863281,75.19444022608197,73.50468029843591,74.34956359863281,39770598,0.0,0.0
2000-11-10 00:00:00+07:00,73.50469970703125,73.50469970703125,71.81493933321136,73.50469970703125,125050613,0.0,0.0
2000-11-13 00:00:00+07:00,72.65980529785156,73.5046886945558,71.81492857389583,72.65980529785156,40812255,0.0,0.0
2000-11-14 00:00:00+07:00,72.65980529785156,73.5046886945558,72.65980529785156,72.65980529785156,142577627,0.0,0.0
2000-11-15 00:00:00+07:00,72.65978372792122,74.34955001970225,70.97002410888672,70.97002410888672,144984437,0.0,0.0
2000-11-16 00:00:00+07:00,70.97002815252527,71.81491134655445,70.1251449584961,70.1251449584961,38871279,0.0,0.0
2000-11-17 00:00:00+07:00,70.12516449631971,70.9700479257449,69.28028106689453,69.28028106689453,35183424,0.0,0.0
2000-11-20 00:00:00+07:00,69.28025781710569,71.81490725477722,69.28025781710569,70.97002410888672,78027235,0.0,0.0
2000-11-21 00:00:00+07:00,70.97002410888672,70.97002410888672,70.1251409629962,70.97002410888672,9433143,0.0,0.0
2000-11-22 00:00:00+07:00,70.9700403818435,80.26373709938225,70.9700403818435,79.41885375976562,856837385,0.0,0.0
2000-11-23 00:00:00+07:00,80.26375579701957,81.10863266070427,76.03934478759766,76.03934478759766,398999966,0.0,0.0
2000-11-24 00:00:00+07:00,77.72908020019531,79.41883991204874,76.88419700789517,77.72908020019531,192176033,0.0,0.0
2000-11-27 00:00:00+07:00,77.72908020019531,78.5739567197486,76.88419700789517,77.72908020019531,39492391,0.0,0.0
2000-11-28 00:00:00+07:00,77.7291074262242,77.7291074262242,76.03934044975237,76.88422393798828,38696591,0.0,0.0
2000-11-29 00:00:00+07:00,76.88422393798828,76.88422393798828,76.03934044975237,76.88422393798828,23078204,0.0,0.0
2000-11-30 00:00:00+07:00,76.03934044975237,76.88422393798828,75.19445696151647,76.88422393798828,91264691,0.0,0.0
2000-12-01 00:00:00+07:00,76.03932352627885,76.03932352627885,74.34956359863281,74.34956359863281,40598748,0.0,0.0
2000-12-04 00:00:00+07:00,75.19444274902344,76.88420940611266,74.34956609322678,75.19444274902344,36173322,0.0,0.0
2000-12-05 00:00:00+07:00,75.19444274902344,75.19444274902344,74.34956609322678,75.19444274902344,11678205,0.0,0.0
2000-12-06 00:00:00+07:00,76.88422832403195,77.72911186046626,75.19446125116335,76.03934478759766,72747780,0.0,0.0
2000-12-07 00:00:00+07:00,75.19446125116335,76.03934478759766,75.19446125116335,76.03934478759766,17850509,0.0,0.0
2000-12-08 00:00:00+07:00,75.19444022608197,75.19444022608197,74.34956359863281,74.34956359863281,11639386,0.0,0.0
2000-12-11 00:00:00+07:00,75.19444881521576,75.19444881521576,71.81492857389583,72.65980529785156,75581605,0.0,0.0
2000-12-12 00:00:00+07:00,72.65978786783673,72.65978786783673,69.28026176446691,70.1251449584961,211346406,0.0,0.0
2000-12-13 00:00:00+07:00,70.1251449584961,71.81491134655445,69.28026176446691,70.1251449584961,116743236,0.0,0.0
2000-12-14 00:00:00+07:00,70.1251449584961,70.97002815252527,69.28026176446691,70.1251449584961,68490573,0.0,0.0
2000-12-15 00:00:00+07:00,69.28026176446691,70.1251449584961,69.28026176446691,70.1251449584961,39686489,0.0,0.0
2000-12-18 00:00:00+07:00,69.28026319646035,69.28026319646035,66.74562023472974,68.43538665771484,89000219,0.0,0.0
2000-12-19 00:00:00+07:00,68.43538665771484,68.43538665771484,67.5905034462223,68.43538665771484,27277182,0.0,0.0
2000-12-20 00:00:00+07:00,68.43538665771484,70.12514640795291,68.43538665771484,68.43538665771484,74494658,0.0,0.0
2000-12-21 00:00:00+07:00,68.43538665771484,68.43538665771484,67.5905034462223,68.43538665771484,23252892,0.0,0.0
2000-12-22 00:00:00+07:00,68.43536759529412,69.28024389870244,66.74560164298713,67.59048461914062,43115546,0.0,0.0
2000-12-25 00:00:00+07:00,67.59048461914062,67.59048461914062,67.59048461914062,67.59048461914062,0,0.0,0.0
2000-12-26 00:00:00+07:00,67.59048461914062,67.59048461914062,67.59048461914062,67.59048461914062,0,0.0,0.0
2000-12-27 00:00:00+07:00,67.59048461914062,67.59048461914062,67.59048461914062,67.59048461914062,0,0.0,0.0
2000-12-28 00:00:00+07:00,67.59048461914062,67.59048461914062,67.59048461914062,67.59048461914062,0,0.0,0.0
